filename,frequency,label
0007 (7).jpg,0.25884030046668,0
0007 (8).jpg,0.29463518418566853,0
0007 (9).jpg,0.3267595609694612,0
0007.jpg,0.3070438705340204,0
0008 (10).jpg,0.30444238543352287,0
0008 (2).jpg,0.34052849676822056,0
0008 (3).jpg,0.3219302584027109,0
0008 (4).jpg,0.3091260695005319,0
0008 (5).jpg,0.3159306952672849,0
0008 (6).jpg,0.3756218133022048,0
0008 (7).jpg,0.28691515126378325,0
0008 (8).jpg,0.30701241685208436,0
0008 (9).jpg,0.3285109975327578,0
0008.jpg,0.32742119537738407,0
0009 (10).jpg,0.3285331432085517,0
0009 (2).jpg,0.2649403866521894,0
0009 (3).jpg,0.35554376910438923,0
0009 (4).jpg,0.30906693348264125,0
0009 (5).jpg,0.31036464317140744,0
0009 (6).jpg,0.3370016727852952,0
0009 (7).jpg,0.34002890030292,0
0009 (8).jpg,0.33129017030619573,0
0009 (9).jpg,0.261023608301833,0
0009.jpg,0.2877905657925346,0
0010 (10).jpg,0.2693133550641322,0
0010 (2).jpg,0.36734487065397686,0
0010 (3).jpg,0.35359908389764777,0
0010 (4).jpg,0.31246106725346817,0
0010 (5).jpg,0.3344958581616645,0
0010 (6).jpg,0.28478025864105583,0
0010 (7).jpg,0.38054985445287826,0
0010 (8).jpg,0.3292680942531999,0
0010 (9).jpg,0.33886962396664755,0
0010.jpg,0.4009803155998817,0
0011 (10).jpg,0.4024712248683986,0
0011 (2).jpg,0.3221352543280105,0
0011 (3).jpg,0.367211530275338,0
0011 (4).jpg,0.3181952851808919,0
0011 (5).jpg,0.31973374310474745,0
0011 (6).jpg,0.34634416585482825,0
0011 (7).jpg,0.22039212381115303,0
0011 (8).jpg,0.31477346864963723,0
0011 (9).jpg,0.3154609648443238,0
0011.jpg,0.3408262882582154,0
0012 (10).jpg,0.301244386412067,0
0012 (2).jpg,0.3215369564927258,0
0012 (3).jpg,0.3410724572874462,0
0012 (4).jpg,0.31262046779735947,0
0012 (5).jpg,0.2671086589917315,0
0012 (6).jpg,0.3372959591380661,0
0012 (7).jpg,0.24828031949004037,0
0012 (8).jpg,0.298589951519727,0
0012 (9).jpg,0.2917640806084966,0
0012.jpg,0.2996788456935881,0
0013 (10).jpg,0.2808061866027858,0
0013 (2).jpg,0.28499542225774066,0
0013 (3).jpg,0.20164309927981286,0
0013 (4).jpg,0.3642466063832542,0
0013 (5).jpg,0.3536268747257792,0
0013 (6).jpg,0.433194438260838,0
0013 (7).jpg,0.33729453081318717,0
0013 (8).jpg,0.3767345975632639,0
0013 (9).jpg,0.3213093962927669,0
0013.jpg,0.2855301825431365,0
0014 (10).jpg,0.24430541385839527,0
0014 (2).jpg,0.3952722137048678,0
0014 (3).jpg,0.26822478375669556,0
0014 (4).jpg,0.30015280425591867,0
0014 (5).jpg,0.32654488485448147,0
0014 (6).jpg,0.27995293182853914,0
0014 (7).jpg,0.3929563703700359,0
0014 (8).jpg,0.3096141548670334,0
0014 (9).jpg,0.2575741554655108,0
0014.jpg,0.29104049678041033,0
0015 (10).jpg,0.3105363272165634,0
0015 (2).jpg,0.39952336166380015,0
0015 (3).jpg,0.34622931623302355,0
0015 (4).jpg,0.34115379460844497,0
0015 (5).jpg,0.32189759107329075,0
0015 (6).jpg,0.2870053570470885,0
0015 (7).jpg,0.29342787602575826,0
0015 (8).jpg,0.32716858075058425,0
0015 (9).jpg,0.2909963058359925,0
0015.jpg,0.29086767244105016,0
0016 (10).jpg,0.3483074463851787,0
0016 (2).jpg,0.2465903829115926,0
0016 (3).jpg,0.21796848816767359,0
0016 (4).jpg,0.34657306617613526,0
0016 (5).jpg,0.24577597029606418,0
0016 (6).jpg,0.36843760320890945,0
0016 (7).jpg,0.4026207980750245,0
0016 (8).jpg,0.30536602066641044,0
0016 (9).jpg,0.310746835836949,0
0016.jpg,0.3699353012025908,0
0017 (10).jpg,0.31951610453389684,0
0017 (2).jpg,0.28014896311166126,0
0017 (3).jpg,0.2945632610336523,0
0017 (4).jpg,0.42423757686310043,0
0017 (5).jpg,0.33711142887208945,0
0017 (6).jpg,0.3780524927940266,0
0017 (7).jpg,0.3734262220388359,0
0017 (8).jpg,0.26623300924429644,0
0017 (9).jpg,0.3011232270383256,0
0017.jpg,0.2901396738089704,0
0018 (10).jpg,0.41028042536626974,0
0018 (2).jpg,0.25142796503060555,0
0018 (3).jpg,0.2827566211976458,0
0018 (4).jpg,0.38283711109675905,0
0018 (5).jpg,0.3024298853995495,0
0018 (6).jpg,0.30598023819518394,0
0018 (7).jpg,0.3310388582003119,0
0018 (8).jpg,0.32375910722782303,0
0018 (9).jpg,0.3208097582697216,0
0018.jpg,0.22117086330823554,0
0019 (10).jpg,0.322063580200623,0
0019 (2).jpg,0.30865299185498546,0
0019 (3).jpg,0.34887559757276476,0
0019 (4).jpg,0.25662224137297235,0
0019 (5).jpg,0.3595425738487898,0
0019 (6).jpg,0.366526835387848,0
0019 (7).jpg,0.4190429430924183,0
0019 (8).jpg,0.278790707595448,0
0019 (9).jpg,0.2935498981823219,0
0019.jpg,0.3601715306002004,0
0020 (10).jpg,0.4108563788195099,0
0020 (2).jpg,0.24474744343259364,0
0020 (3).jpg,0.31590308835678327,0
0020 (4).jpg,0.2755917360412781,0
0020 (5).jpg,0.33144248761788675,0
0020 (6).jpg,0.35119419314852157,0
0020 (7).jpg,0.2497317318394427,0
0020 (8).jpg,0.3844044418132619,0
0020 (9).jpg,0.2554222670814141,0
0020.jpg,0.24031784962700967,0
0021 (10).jpg,0.3087332088445339,0
0021 (2).jpg,0.4003347734015785,0
0021 (3).jpg,0.37224596590209463,0
0021 (4).jpg,0.16683759229142028,0
0021 (5).jpg,0.28552823570019376,0
0021 (6).jpg,0.2951330655194826,0
0021 (7).jpg,0.31779142063117255,0
0021 (8).jpg,0.28773840753251295,0
0021 (9).jpg,0.375830766193074,0
0021.jpg,0.2607262599145758,0
0022 (10).jpg,0.2693526161825945,0
0022 (2).jpg,0.3268435124597657,0
0022 (3).jpg,0.4035937122055883,0
0022 (4).jpg,0.21362286340293324,0
0022 (5).jpg,0.34761910374662924,0
0022 (6).jpg,0.32346932829294656,0
0022 (7).jpg,0.33224580691105315,0
0022 (8).jpg,0.30835245340649536,0
0022 (9).jpg,0.30605022692713135,0
0022.jpg,0.3528453330030135,0
0023 (10).jpg,0.20827326562207263,0
0023 (2).jpg,0.2651786120193776,0
0023 (3).jpg,0.33723042836791245,0
0023 (4).jpg,0.25902143978081543,0
0023 (5).jpg,0.2763116314029372,0
0023 (6).jpg,0.36779492528040536,0
0023 (7).jpg,0.3632555572654278,0
0023 (8).jpg,0.30903863613942606,0
0023 (9).jpg,0.25365693608954354,0
0023.jpg,0.33226262117157496,0
0024 (10).jpg,0.2725702536575608,0
0024 (2).jpg,0.17174071269819322,0
0024 (3).jpg,0.3548535357477776,0
0024 (4).jpg,0.34259325518828526,0
0024 (5).jpg,0.3559747261272607,0
0024 (6).jpg,0.32000693078338094,0
0024 (7).jpg,0.29450809958514534,0
0024 (8).jpg,0.2988012510330463,0
0024 (9).jpg,0.2589908699188454,0
0024.jpg,0.22529496237352362,0
0025 (10).jpg,0.22951609097547146,0
0025 (2).jpg,0.3711926768063583,0
0025 (3).jpg,0.33860203426283375,0
0025 (4).jpg,0.37354034720787643,0
0025 (5).jpg,0.34500405200353756,0
0025 (6).jpg,0.30338349591134955,0
0025 (7).jpg,0.33351433713776807,0
0025 (8).jpg,0.3446196449567092,0
0025 (9).jpg,0.33831467829291817,0
0025.jpg,0.3250711069969196,0
0026 (10).jpg,0.24959061029979143,0
0026 (2).jpg,0.2983203686821773,0
0026 (3).jpg,0.28158994528091585,0
0026 (4).jpg,0.33510643229595377,0
0026 (5).jpg,0.2766282682389757,0
0026 (6).jpg,0.3541244420016439,0
0026 (7).jpg,0.21142335597842737,0
0026 (8).jpg,0.2655678344369466,0
0026 (9).jpg,0.33807820877967576,0
0026.jpg,0.24600671574047017,0
0027 (10).jpg,0.2726388406438958,0
0027 (2).jpg,0.3253593441844717,0
0027 (3).jpg,0.35421988705908225,0
0027 (4).jpg,0.35102310450270535,0
0027 (5).jpg,0.3355536866231958,0
0027 (6).jpg,0.3118379219739158,0
0027 (7).jpg,0.37970624415232995,0
0027 (8).jpg,0.26391632996018405,0
0027 (9).jpg,0.2507982738908638,0
0027.jpg,0.23107326632230168,0
0028 (10).jpg,0.276601967020113,0
0028 (2).jpg,0.34161792863742546,0
0028 (3).jpg,0.3144294619804768,0
0028 (4).jpg,0.1500385568991089,0
0028 (5).jpg,0.30837498631071913,0
0028 (6).jpg,0.2516632307878738,0
0028 (7).jpg,0.3114578526255314,0
0028 (8).jpg,0.33817700140511775,0
0028 (9).jpg,0.33790841194304294,0
0028.jpg,0.28415523480556665,0
0029 (10).jpg,0.29956583234200385,0
0029 (2).jpg,0.4364643579816252,0
0029 (3).jpg,0.2115197341768029,0
0029 (4).jpg,0.3301561653682434,0
0029 (5).jpg,0.37654802696198464,0
0029 (6).jpg,0.2877794538610737,0
0029 (7).jpg,0.32717198586708734,0
0029 (8).jpg,0.3111736921544376,0
0029 (9).jpg,0.2901159910851912,0
0029.jpg,0.25646760487667125,0
0030 (10).jpg,0.2878254029734551,0
0030 (2).jpg,0.416415392225898,0
0030 (3).jpg,0.3742490553083732,0
0030 (4).jpg,0.3976736279232468,0
0030 (5).jpg,0.3157011269280089,0
0030 (6).jpg,0.271133871866902,0
0030 (7).jpg,0.3569761398325575,0
0030 (8).jpg,0.2772200899360643,0
0030 (9).jpg,0.2314986524395677,0
0030.jpg,0.3014214513753802,0
0031 (10).jpg,0.3262393559983098,0
0031 (2).jpg,0.23260532748440996,0
0031 (3).jpg,0.32924704537109456,0
0031 (4).jpg,0.20709324232299817,0
0031 (5).jpg,0.3262057183822582,0
0031 (6).jpg,0.27387905617979774,0
0031 (7).jpg,0.3522856067041052,0
0031 (8).jpg,0.22094379917990056,0
0031 (9).jpg,0.2633626431206789,0
0031.jpg,0.2005943250539589,0
0032 (10).jpg,0.3016316920461704,0
0032 (2).jpg,0.3521552263534827,0
0032 (3).jpg,0.3566572166273072,0
0032 (4).jpg,0.3443540794663139,0
0032 (5).jpg,0.2982190546168073,0
0032 (6).jpg,0.28704568294130417,0
0032 (7).jpg,0.4058785399906796,0
0032 (8).jpg,0.3678312138250358,0
0032 (9).jpg,0.3041019750585191,0
0032.jpg,0.29295463616875056,0
0033 (10).jpg,0.4102726242918241,0
0033 (2).jpg,0.2777422720056604,0
0033 (3).jpg,0.3033148307319607,0
0033 (4).jpg,0.35018718874796,0
0033 (5).jpg,0.3046881382214184,0
0033 (6).jpg,0.34983004968376885,0
0033 (7).jpg,0.3434435987223871,0
0033 (8).jpg,0.4102211681742267,0
0033 (9).jpg,0.2555377534647766,0
0033.jpg,0.3178123747959828,0
0034 (10).jpg,0.31127561511033397,0
0034 (2).jpg,0.3224644341899868,0
0034 (3).jpg,0.34053527693623004,0
0034 (4).jpg,0.4125809740515343,0
0034 (5).jpg,0.3256782376998296,0
0034 (6).jpg,0.318984502895931,0
0034 (7).jpg,0.3479171611215449,0
0034 (8).jpg,0.32409714369448706,0
0034 (9).jpg,0.3762937381987444,0
0034.jpg,0.2919545384244161,0
0035 (10).jpg,0.33800621403195674,0
0035 (2).jpg,0.2503845968842627,0
0035 (3).jpg,0.2796369673843862,0
0035 (4).jpg,0.3149276370056912,0
0035 (5).jpg,0.28682151386777593,0
0035 (6).jpg,0.28613053786738335,0
0035 (7).jpg,0.316936705920362,0
0035 (8).jpg,0.31948873632082636,0
0035 (9).jpg,0.22760804225268125,0
0035.jpg,0.3664996236564603,0
0036 (10).jpg,0.3451619022796887,0
0036 (2).jpg,0.3693019335916856,0
0036 (3).jpg,0.33061439223823824,0
0036 (4).jpg,0.384246234806425,0
0036 (5).jpg,0.34886796510216006,0
0036 (6).jpg,0.3715536232158818,0
0036 (7).jpg,0.35221816750704515,0
0036 (8).jpg,0.25596993250948286,0
0036 (9).jpg,0.29624810096843435,0
0036.jpg,0.24799235774346295,0
0037 (10).jpg,0.33514458991947965,0
0037 (2).jpg,0.3836085497739045,0
0037 (3).jpg,0.31413718485836356,0
0037 (4).jpg,0.16337014749311443,0
0037 (5).jpg,0.3739007376383623,0
0037 (6).jpg,0.3293921277669933,0
0037 (7).jpg,0.24888064150590516,0
0037 (8).jpg,0.3534553791097211,0
0037 (9).jpg,0.3000977334687163,0
0037.jpg,0.32413761590047624,0
0038 (10).jpg,0.2890931686273264,0
0038 (2).jpg,0.4144370654971124,0
0038 (3).jpg,0.36240013175981084,0
0038 (4).jpg,0.29017762820676973,0
0038 (5).jpg,0.44267806170001645,0
0038 (6).jpg,0.291110393546797,0
0038 (7).jpg,0.3500672342864832,0
0038 (8).jpg,0.3727383523017587,0
0038 (9).jpg,0.38481621022752177,0
0038.jpg,0.2959643854584327,0
0039 (10).jpg,0.2653818011323681,0
0039 (2).jpg,0.24805026197035962,0
0039 (3).jpg,0.31329427042222435,0
0039 (4).jpg,0.34137767594548396,0
0039 (5).jpg,0.3402754736544703,0
0039 (6).jpg,0.36632445026653465,0
0039 (7).jpg,0.37176820976172353,0
0039 (8).jpg,0.3979909615606267,0
0039 (9).jpg,0.33661408952676597,0
0039.jpg,0.17455504418740964,0
0040 (10).jpg,0.4109793678613961,0
0040 (2).jpg,0.30865271391488425,0
0040 (3).jpg,0.3745787691991532,0
0040 (4).jpg,0.31834870495748596,0
0040 (5).jpg,0.3553580049716118,0
0040 (6).jpg,0.20832984725742681,0
0040 (7).jpg,0.3267723676617252,0
0040 (8).jpg,0.31541161533671275,0
0040 (9).jpg,0.3524588217612121,0
0040.jpg,0.3070668354116822,0
0041 (10).jpg,0.23727292212383164,0
0041 (2).jpg,0.3403341952460307,0
0041 (3).jpg,0.31188010431791857,0
0041 (4).jpg,0.30781359142974335,0
0041 (5).jpg,0.3127314402196655,0
0041 (6).jpg,0.37213425223941077,0
0041 (7).jpg,0.34863919421938455,0
0041 (8).jpg,0.3816620385078132,0
0041 (9).jpg,0.3467269597145995,0
0041.jpg,0.29093584647956955,0
0042 (10).jpg,0.36477024464811414,0
0042 (2).jpg,0.291578948401625,0
0042 (3).jpg,0.3600825300953834,0
0042 (4).jpg,0.3932427441295448,0
0042 (5).jpg,0.29775863222696325,0
0042 (6).jpg,0.3306883720666762,0
0042 (7).jpg,0.26377672441685257,0
0042 (8).jpg,0.25920244185517427,0
0042 (9).jpg,0.37890403954117524,0
0042.jpg,0.3498295281220458,0
0043 (10).jpg,0.2130492505167777,0
0043 (2).jpg,0.39383370778830085,0
0043 (3).jpg,0.3571468521424075,0
0043 (4).jpg,0.3959330557606631,0
0043 (5).jpg,0.3648886738048313,0
0043 (6).jpg,0.3040202280898535,0
0043 (7).jpg,0.38737869323698787,0
0043 (8).jpg,0.43298345972436186,0
0043 (9).jpg,0.43054028365715724,0
0043.jpg,0.32871091936268015,0
0044 (10).jpg,0.32973431307442214,0
0044 (2).jpg,0.30021754944817736,0
0044 (3).jpg,0.3094731986412883,0
0044 (4).jpg,0.3589562936848986,0
0044 (5).jpg,0.31793777753010066,0
0044 (6).jpg,0.4040834891261143,0
0044 (7).jpg,0.2842447143965756,0
0044 (8).jpg,0.30746883984614665,0
0044 (9).jpg,0.3220729024570699,0
0044.jpg,0.3296420973643537,0
0045 (10).jpg,0.3825679898011269,0
0045 (2).jpg,0.4202907586706286,0
0045 (3).jpg,0.2759538064368899,0
0045 (4).jpg,0.24619112024707307,0
0045 (5).jpg,0.31756335306394334,0
0045 (6).jpg,0.3166307725723595,0
0045 (7).jpg,0.3441007743242369,0
0045 (8).jpg,0.3195581996160981,0
0045 (9).jpg,0.2827582658461947,0
0045.jpg,0.188016097534494,0
0046 (10).jpg,0.2535575883350744,0
0046 (2).jpg,0.3201926913293306,0
0046 (3).jpg,0.289810558739449,0
0046 (4).jpg,0.3525910382544647,0
0046 (5).jpg,0.3921828502200168,0
0046 (6).jpg,0.2968322402118054,0
0046 (7).jpg,0.36060735136337463,0
0046 (8).jpg,0.41666019156682693,0
0046 (9).jpg,0.2755632412513748,0
0046.jpg,0.30660020949254524,0
0047 (10).jpg,0.2933823733980964,0
0047 (2).jpg,0.2539680020119696,0
0047 (3).jpg,0.29019253633647607,0
0047 (4).jpg,0.42222710997836466,0
0047 (5).jpg,0.24010767325231228,0
0047 (6).jpg,0.3670378705379428,0
0047 (7).jpg,0.31747175326905125,0
0047 (8).jpg,0.32221393539377147,0
0047 (9).jpg,0.4244192911787152,0
0047.jpg,0.3528047500147429,0
0048 (10).jpg,0.41683813758410554,0
0048 (2).jpg,0.29416691547888796,0
0048 (3).jpg,0.23518354888410944,0
0048 (4).jpg,0.3112769289074231,0
0048 (5).jpg,0.31288461117474975,0
0048 (6).jpg,0.3610665013961078,0
0048 (7).jpg,0.2867597248881374,0
0048 (8).jpg,0.32283805657160547,0
0048 (9).jpg,0.2944491293256496,0
0048.jpg,0.24289060685918437,0
0049 (10).jpg,0.36359974256177663,0
0049 (2).jpg,0.30699610628813906,0
0049 (3).jpg,0.28959326762782805,0
0049 (4).jpg,0.37842508881158043,0
0049 (5).jpg,0.34110978294210154,0
0049 (6).jpg,0.24813004206296493,0
0049 (7).jpg,0.3257264540616809,0
0049 (8).jpg,0.30214756983233626,0
0049 (9).jpg,0.3109615059997874,0
0049.jpg,0.25163741436716086,0
0050 (10).jpg,0.32503929593855696,0
0050 (2).jpg,0.3030644969690424,0
0050 (3).jpg,0.36759460866825067,0
0050 (4).jpg,0.3766937118099638,0
0050 (5).jpg,0.30942291340833455,0
0050 (6).jpg,0.24848694181129577,0
0050 (7).jpg,0.31197129413584035,0
0050 (8).jpg,0.3424727212476234,0
0050 (9).jpg,0.24011063880367697,0
0050.jpg,0.36619697504169807,0
0051 (10).jpg,0.2993644830653834,0
0051 (2).jpg,0.15995992780135498,0
0051 (3).jpg,0.40685103740159595,0
0051 (4).jpg,0.2572338904055891,0
0051 (5).jpg,0.32156484183720363,0
0051 (6).jpg,0.34811451388256826,0
0051 (7).jpg,0.3844964600572394,0
0051 (8).jpg,0.38453890588094486,0
0051 (9).jpg,0.3618824330451202,0
0051.jpg,0.25549092684154834,0
0052 (10).jpg,0.3059384872271051,0
0052 (2).jpg,0.3170412122539996,0
0052 (3).jpg,0.3882433507325485,0
0052 (4).jpg,0.37684174603885223,0
0052 (5).jpg,0.3234829570639287,0
0052 (6).jpg,0.36424219779327033,0
0052 (7).jpg,0.3123187701776996,0
0052 (8).jpg,0.2892088035625921,0
0052 (9).jpg,0.2613316946408683,0
0052.jpg,0.2534750723296235,0
0053 (10).jpg,0.31325948028554046,0
0053 (2).jpg,0.3143002966454085,0
0053 (3).jpg,0.3011804615998765,0
0053 (4).jpg,0.3028064482396007,0
0053 (5).jpg,0.34084128330698277,0
0053 (6).jpg,0.3236946661509436,0
0053 (7).jpg,0.3953280131155193,0
0053 (8).jpg,0.33995668660314604,0
0053 (9).jpg,0.3070605483928512,0
0053.jpg,0.32775351532505587,0
0054 (10).jpg,0.27936860291051835,0
0054 (2).jpg,0.3069012489788883,0
0054 (3).jpg,0.2908417157705592,0
0054 (4).jpg,0.3085242947312833,0
0054 (5).jpg,0.30994671077872243,0
0054 (6).jpg,0.36470994374530447,0
0054 (7).jpg,0.3799339121528884,0
0054 (8).jpg,0.3905763269392232,0
0054 (9).jpg,0.28384237135795415,0
0054.jpg,0.2619013288318042,0
0055 (10).jpg,0.32132826257030717,0
0055 (2).jpg,0.34728496541839377,0
0055 (3).jpg,0.32690221066539543,0
0055 (4).jpg,0.32013342111269155,0
0055 (5).jpg,0.3180480900366125,0
0055 (6).jpg,0.2558867871088252,0
0055 (7).jpg,0.3533959336487568,0
0055 (8).jpg,0.37565779517405395,0
0055 (9).jpg,0.22430389067041032,0
0055.jpg,0.32804486780658315,0
0056 (10).jpg,0.34490979521599613,0
0056 (2).jpg,0.3999918590326612,0
0056 (3).jpg,0.31338544109455707,0
0056 (4).jpg,0.35474939506824016,0
0056 (5).jpg,0.23119985859861597,0
0056 (6).jpg,0.31034069299115086,0
0056 (7).jpg,0.3223491495244407,0
0056 (8).jpg,0.28670301329838116,0
0056 (9).jpg,0.23285963687186295,0
0056.jpg,0.27653741133656007,0
0057 (10).jpg,0.26528841304736017,0
0057 (2).jpg,0.3014029669695464,0
0057 (3).jpg,0.38061516793870215,0
0057 (4).jpg,0.32727108830284185,0
0057 (5).jpg,0.37618591210920477,0
0057 (6).jpg,0.3712048077582798,0
0057 (7).jpg,0.28424734315373534,0
0057 (8).jpg,0.30990160264546535,0
0057 (9).jpg,0.3424959897218972,0
0057.jpg,0.3167592992502112,0
0058 (10).jpg,0.2837730705638431,0
0058 (2).jpg,0.34911921909187554,0
0058 (3).jpg,0.34042814292844625,0
0058 (4).jpg,0.2606298597973123,0
0058 (5).jpg,0.3460572953827105,0
0058 (6).jpg,0.3157441852501733,0
0058 (7).jpg,0.2830211798872051,0
0058 (8).jpg,0.2721635069951189,0
0058 (9).jpg,0.33124527638018103,0
0058.jpg,0.20178735218945362,0
0059 (10).jpg,0.3850978452513955,0
0059 (2).jpg,0.15126610408762511,0
0059 (3).jpg,0.3592389439202825,0
0059 (4).jpg,0.3680594027315843,0
0059 (5).jpg,0.35864704166806444,0
0059 (6).jpg,0.3469191337011746,0
0059 (7).jpg,0.3520299178944609,0
0059 (8).jpg,0.33621063567158443,0
0059 (9).jpg,0.340359226709156,0
0059.jpg,0.36746147651113936,0
0060 (10).jpg,0.2879457607885909,0
0060 (2).jpg,0.3452656524843471,0
0060 (3).jpg,0.32201295307151745,0
0060 (4).jpg,0.2727447516250921,0
0060 (5).jpg,0.3868719023166259,0
0060 (6).jpg,0.2991031525718126,0
0060 (7).jpg,0.23995084375824174,0
0060 (8).jpg,0.3181510086358662,0
0060 (9).jpg,0.28263924285099445,0
0060.jpg,0.33404236615806443,0
0061 (10).jpg,0.2760812972349724,0
0061 (2).jpg,0.32424237017404667,0
0061 (3).jpg,0.3893040711571101,0
0061 (4).jpg,0.29811959209815364,0
0061 (5).jpg,0.29315751970904763,0
0061 (6).jpg,0.2806363536386592,0
0061 (7).jpg,0.30724070460206876,0
0061 (8).jpg,0.3600296178741829,0
0061 (9).jpg,0.26957233118132684,0
0061.jpg,0.27518889930836327,0
0062 (10).jpg,0.32193160941526927,0
0062 (2).jpg,0.34408519823623357,0
0062 (3).jpg,0.38361541180899567,0
0062 (4).jpg,0.44856808846725826,0
0062 (5).jpg,0.29727882514123644,0
0062 (6).jpg,0.3153022458152428,0
0062 (7).jpg,0.3249225224073089,0
0062 (8).jpg,0.2597439548608912,0
0062 (9).jpg,0.27803099097131184,0
0062.jpg,0.39010872864120893,0
0063 (10).jpg,0.28467039419206025,0
0063 (2).jpg,0.33289824099357634,0
0063 (3).jpg,0.3185971157801139,0
0063 (4).jpg,0.339341783072072,0
0063 (5).jpg,0.2620019615458099,0
0063 (6).jpg,0.30780960548450365,0
0063 (7).jpg,0.33556613827027704,0
0063 (8).jpg,0.29796446506968666,0
0063 (9).jpg,0.30780879929659843,0
0063.jpg,0.23010382957354394,0
0064 (10).jpg,0.28439686768040373,0
0064 (2).jpg,0.29820842295700006,0
0064 (3).jpg,0.30725897087642606,0
0064 (4).jpg,0.3243580550307956,0
0064 (5).jpg,0.3347018370616268,0
0064 (6).jpg,0.39463523387936755,0
0064 (7).jpg,0.2939671988644048,0
0064 (8).jpg,0.3784389507520894,0
0064 (9).jpg,0.2959305969297466,0
0064.jpg,0.23941816367371993,0
0065 (10).jpg,0.38349262559039804,0
0065 (2).jpg,0.36825175626444395,0
0065 (3).jpg,0.31743370009186683,0
0065 (4).jpg,0.43979698355634406,0
0065 (5).jpg,0.2971832193453036,0
0065 (6).jpg,0.4128813351209162,0
0065 (7).jpg,0.342748331018557,0
0065 (8).jpg,0.3896667686498877,0
0065 (9).jpg,0.32607941511575333,0
0065.jpg,0.15559124208024694,0
0066 (10).jpg,0.3320540859599547,0
0066 (2).jpg,0.2776559414679202,0
0066 (3).jpg,0.3395263743112095,0
0066 (4).jpg,0.3008734177351846,0
0066 (5).jpg,0.3850509758073772,0
0066 (6).jpg,0.3704831273692252,0
0066 (7).jpg,0.3422643502672441,0
0066 (8).jpg,0.3450572678130799,0
0066 (9).jpg,0.338411763655545,0
0066.jpg,0.24002215315181682,0
0067 (10).jpg,0.3489332279488375,0
0067 (2).jpg,0.32210567163047177,0
0067 (3).jpg,0.30768066827864277,0
0067 (4).jpg,0.2359001065248641,0
0067 (5).jpg,0.3563543637986794,0
0067 (6).jpg,0.3203633727841578,0
0067 (7).jpg,0.35835513746053854,0
