filename,residual,label
0006 (9).jpg,206.06189,0
0006.jpg,254.96817,0
0007 (10).jpg,144.7306,0
0007 (2).jpg,439.01352,0
0007 (3).jpg,98.63382,0
0007 (4).jpg,196.71225,0
0007 (5).jpg,118.47827,0
0007 (6).jpg,133.16893,0
0007 (7).jpg,465.63156,0
0007 (8).jpg,271.00903,0
0007 (9).jpg,76.57864,0
0007.jpg,275.5609,0
0008 (10).jpg,181.33325,0
0008 (2).jpg,325.78156,0
0008 (3).jpg,123.50488,0
0008 (4).jpg,436.0885,0
0008 (5).jpg,108.74504,0
0008 (6).jpg,224.68777,0
0008 (7).jpg,259.20032,0
0008 (8).jpg,339.17786,0
0008 (9).jpg,91.73461,0
0008.jpg,80.20058,0
0009 (10).jpg,681.90015,0
0009 (2).jpg,526.0208,0
0009 (3).jpg,337.88898,0
0009 (4).jpg,237.39224,0
0009 (5).jpg,145.12305,0
0009 (6).jpg,209.22891,0
0009 (7).jpg,230.78696,0
0009 (8).jpg,156.63486,0
0009 (9).jpg,243.3234,0
0009.jpg,166.42587,0
0010 (10).jpg,427.57843,0
0010 (2).jpg,194.322,0
0010 (3).jpg,103.293945,0
0010 (4).jpg,422.53577,0
0010 (5).jpg,252.17993,0
0010 (6).jpg,175.66539,0
0010 (7).jpg,131.69702,0
0010 (8).jpg,142.14409,0
0010 (9).jpg,383.3813,0
0010.jpg,97.18126,0
0011 (10).jpg,363.5677,0
0011 (2).jpg,1236.4918,0
0011 (3).jpg,158.27188,0
0011 (4).jpg,71.30812,0
0011 (5).jpg,46.67829,0
0011 (6).jpg,43.61474,0
0011 (7).jpg,347.7434,0
0011 (8).jpg,384.97833,0
0011 (9).jpg,159.74516,0
0011.jpg,142.89645,0
0012 (10).jpg,139.66956,0
0012 (2).jpg,247.68237,0
0012 (3).jpg,253.46457,0
0012 (4).jpg,61.0639,0
0012 (5).jpg,216.40498,0
0012 (6).jpg,156.94873,0
0012 (7).jpg,89.6849,0
0012 (8).jpg,484.67468,0
0012 (9).jpg,263.32874,0
0012.jpg,155.90866,0
0013 (10).jpg,230.81085,0
0013 (2).jpg,312.97592,0
0013 (3).jpg,69.003136,0
0013 (4).jpg,71.484795,0
0013 (5).jpg,79.99887,0
0013 (6).jpg,103.23129,0
0013 (7).jpg,406.8396,0
0013 (8).jpg,318.62927,0
0013 (9).jpg,419.18015,0
0013.jpg,71.60351,0
0014 (10).jpg,136.30354,0
0014 (2).jpg,256.3595,0
0014 (3).jpg,97.7146,0
0014 (4).jpg,79.23131,0
0014 (5).jpg,114.22742,0
0014 (6).jpg,122.019745,0
0014 (7).jpg,198.04556,0
0014 (8).jpg,484.4444,0
0014 (9).jpg,106.75609,0
0014.jpg,183.76477,0
0015 (10).jpg,277.6865,0
0015 (2).jpg,307.12988,0
0015 (3).jpg,93.52843,0
0015 (4).jpg,66.88969,0
0015 (5).jpg,478.85587,0
0015 (6).jpg,122.12689,0
0015 (7).jpg,268.15363,0
0015 (8).jpg,96.36591,0
0015 (9).jpg,225.71793,0
0015.jpg,108.34404,0
0016 (10).jpg,321.22256,0
0016 (2).jpg,662.8707,0
0016 (3).jpg,207.05124,0
0016 (4).jpg,208.65207,0
0016 (5).jpg,110.4471,0
0016 (6).jpg,227.23894,0
0016 (7).jpg,341.30054,0
0016 (8).jpg,238.64978,0
0016 (9).jpg,150.30685,0
0016.jpg,192.61765,0
0017 (10).jpg,382.7445,0
0017 (2).jpg,340.92932,0
0017 (3).jpg,293.50525,0
0017 (4).jpg,132.64752,0
0017 (5).jpg,207.22812,0
0017 (6).jpg,196.27408,0
0017 (7).jpg,76.39987,0
0017 (8).jpg,197.09741,0
0017 (9).jpg,450.5037,0
0017.jpg,207.49571,0
0018 (10).jpg,435.25555,0
0018 (2).jpg,279.71655,0
0018 (3).jpg,56.919586,0
0018 (4).jpg,195.6859,0
0018 (5).jpg,28.311512,0
0018 (6).jpg,266.3915,0
0018 (7).jpg,443.12744,0
0018 (8).jpg,239.7972,0
0018 (9).jpg,255.2929,0
0018.jpg,123.5377,0
0019 (10).jpg,332.90402,0
0019 (2).jpg,147.45383,0
0019 (3).jpg,91.83244,0
0019 (4).jpg,279.56775,0
0019 (5).jpg,75.52473,0
0019 (6).jpg,231.69356,0
0019 (7).jpg,289.162,0
0019 (8).jpg,194.63542,0
0019 (9).jpg,189.24554,0
0019.jpg,217.58957,0
0020 (10).jpg,534.47833,0
0020 (2).jpg,241.5947,0
0020 (3).jpg,101.75021,0
0020 (4).jpg,82.11779,0
0020 (5).jpg,43.95505,0
0020 (6).jpg,93.23375,0
0020 (7).jpg,212.3883,0
0020 (8).jpg,201.72263,0
0020 (9).jpg,159.17212,0
0020.jpg,170.1024,0
0021 (10).jpg,410.90204,0
0021 (2).jpg,279.83917,0
0021 (3).jpg,56.695274,0
0021 (4).jpg,133.67694,0
0021 (5).jpg,119.38065,0
0021 (6).jpg,397.2943,0
0021 (7).jpg,195.55508,0
0021 (8).jpg,391.7674,0
0021 (9).jpg,68.61193,0
0021.jpg,113.58178,0
0022 (10).jpg,479.80566,0
0022 (2).jpg,312.7916,0
0022 (3).jpg,142.01855,0
0022 (4).jpg,146.23306,0
0022 (5).jpg,109.85995,0
0022 (6).jpg,106.03487,0
0022 (7).jpg,249.05157,0
0022 (8).jpg,450.974,0
0022 (9).jpg,288.4997,0
0022.jpg,211.25879,0
0023 (10).jpg,473.06052,0
0023 (2).jpg,154.23433,0
0023 (3).jpg,63.474716,0
0023 (4).jpg,179.9375,0
0023 (5).jpg,153.74179,0
0023 (6).jpg,354.60345,0
0023 (7).jpg,335.11078,0
0023 (8).jpg,243.02954,0
0023 (9).jpg,351.52618,0
0023.jpg,181.63345,0
0024 (10).jpg,559.44995,0
0024 (2).jpg,676.4812,0
0024 (3).jpg,278.4708,0
0024 (4).jpg,157.07361,0
0024 (5).jpg,267.50754,0
0024 (6).jpg,262.90765,0
0024 (7).jpg,277.51068,0
0024 (8).jpg,211.38704,0
0024 (9).jpg,263.9409,0
0024.jpg,141.89807,0
0025 (10).jpg,316.98083,0
0025 (2).jpg,350.39352,0
0025 (3).jpg,239.85236,0
0025 (4).jpg,232.30612,0
0025 (5).jpg,65.90203,0
0025 (6).jpg,220.22787,0
0025 (7).jpg,201.56615,0
0025 (8).jpg,122.41245,0
0025 (9).jpg,160.35837,0
0025.jpg,426.54285,0
0026 (10).jpg,401.8328,0
0026 (2).jpg,387.12985,0
0026 (3).jpg,293.4948,0
0026 (4).jpg,109.15723,0
0026 (5).jpg,245.38501,0
0026 (6).jpg,244.4032,0
0026 (7).jpg,1175.7203,0
0026 (8).jpg,178.7615,0
0026 (9).jpg,61.06368,0
0026.jpg,217.24359,0
0027 (10).jpg,256.4707,0
0027 (2).jpg,245.36618,0
0027 (3).jpg,214.11844,0
0027 (4).jpg,270.7745,0
0027 (5).jpg,167.41397,0
0027 (6).jpg,394.24426,0
0027 (7).jpg,199.36371,0
0027 (8).jpg,175.2113,0
0027 (9).jpg,146.10449,0
0027.jpg,233.23514,0
0028 (10).jpg,283.67606,0
0028 (2).jpg,315.2379,0
0028 (3).jpg,26.639687,0
0028 (4).jpg,202.12292,0
0028 (5).jpg,141.40796,0
0028 (6).jpg,138.0409,0
0028 (7).jpg,99.511345,0
0028 (8).jpg,224.45276,0
0028 (9).jpg,253.51703,0
0028.jpg,129.24231,0
0029 (10).jpg,315.36118,0
0029 (2).jpg,454.8177,0
0029 (3).jpg,179.52672,0
0029 (4).jpg,50.729424,0
0029 (5).jpg,57.092796,0
0029 (6).jpg,379.09155,0
0029 (7).jpg,128.5333,0
0029 (8).jpg,230.2691,0
0029 (9).jpg,97.06651,0
0029.jpg,51.02124,0
0030 (10).jpg,497.16583,0
0030 (2).jpg,380.19135,0
0030 (3).jpg,278.2512,0
0030 (4).jpg,83.03924,0
0030 (5).jpg,126.55829,0
0030 (6).jpg,122.40158,0
0030 (7).jpg,167.82906,0
0030 (8).jpg,370.3547,0
0030 (9).jpg,124.75872,0
0030.jpg,316.15625,0
0031 (10).jpg,387.71973,0
0031 (2).jpg,699.46924,0
0031 (3).jpg,163.277,0
0031 (4).jpg,268.61176,0
0031 (5).jpg,150.16959,0
0031 (6).jpg,329.26788,0
0031 (7).jpg,381.6441,0
0031 (8).jpg,294.7801,0
0031 (9).jpg,417.51736,0
0031.jpg,204.86937,0
0032 (10).jpg,231.29741,0
0032 (2).jpg,378.8734,0
0032 (3).jpg,70.1022,0
0032 (4).jpg,305.47308,0
0032 (5).jpg,137.48154,0
0032 (6).jpg,278.67548,0
0032 (7).jpg,100.44178,0
0032 (8).jpg,193.05383,0
0032 (9).jpg,394.92493,0
0032.jpg,78.31969,0
0033 (10).jpg,168.4655,0
0033 (2).jpg,292.13235,0
0033 (3).jpg,353.59827,0
0033 (4).jpg,235.35893,0
0033 (5).jpg,201.45398,0
0033 (6).jpg,293.1153,0
0033 (7).jpg,198.60828,0
0033 (8).jpg,235.07057,0
0033 (9).jpg,206.32373,0
0033.jpg,260.72028,0
0034 (10).jpg,335.42438,0
0034 (2).jpg,197.13416,0
0034 (3).jpg,157.06761,0
0034 (4).jpg,71.93625,0
0034 (5).jpg,210.05975,0
0034 (6).jpg,175.3794,0
0034 (7).jpg,132.50854,0
0034 (8).jpg,330.88583,0
0034 (9).jpg,229.63707,0
0034.jpg,68.69238,0
0035 (10).jpg,201.49942,0
0035 (2).jpg,186.63875,0
0035 (3).jpg,47.23729,0
0035 (4).jpg,60.76345,0
0035 (5).jpg,78.16784,0
0035 (6).jpg,350.76553,0
0035 (7).jpg,185.77313,0
0035 (8).jpg,417.82925,0
0035 (9).jpg,157.90161,0
0035.jpg,287.56226,0
0036 (10).jpg,531.47943,0
0036 (2).jpg,231.69318,0
0036 (3).jpg,167.91388,0
0036 (4).jpg,514.06696,0
0036 (5).jpg,101.77829,0
0036 (6).jpg,289.11874,0
0036 (7).jpg,235.55629,0
0036 (8).jpg,378.3034,0
0036 (9).jpg,221.99258,0
0036.jpg,323.9333,0
0037 (10).jpg,353.88934,0
0037 (2).jpg,356.14868,0
0037 (3).jpg,120.78317,0
0037 (4).jpg,320.66138,0
0037 (5).jpg,75.99445,0
0037 (6).jpg,250.33582,0
0037 (7).jpg,335.11108,0
0037 (8).jpg,109.48175,0
0037 (9).jpg,90.44274,0
0037.jpg,219.15045,0
0038 (10).jpg,252.74126,0
0038 (2).jpg,267.84332,0
0038 (3).jpg,310.17322,0
0038 (4).jpg,230.87408,0
0038 (5).jpg,80.72252,0
0038 (6).jpg,353.62064,0
0038 (7).jpg,151.90154,0
0038 (8).jpg,258.34128,0
0038 (9).jpg,234.14415,0
0038.jpg,294.38687,0
0039 (10).jpg,362.45056,0
0039 (2).jpg,179.21742,0
0039 (3).jpg,93.51012,0
0039 (4).jpg,217.04253,0
0039 (5).jpg,7.2929688,0
0039 (6).jpg,124.23058,0
0039 (7).jpg,87.02603,0
0039 (8).jpg,422.94452,0
0039 (9).jpg,550.31775,0
0039.jpg,267.23578,0
0040 (10).jpg,250.28653,0
0040 (2).jpg,184.52467,0
0040 (3).jpg,131.60306,0
0040 (4).jpg,257.85104,0
0040 (5).jpg,139.85565,0
0040 (6).jpg,860.62646,0
0040 (7).jpg,67.94724,0
0040 (8).jpg,289.81198,0
0040 (9).jpg,276.99524,0
0040.jpg,115.82715,0
0041 (10).jpg,343.6333,0
0041 (2).jpg,342.1743,0
0041 (3).jpg,61.353386,0
0041 (4).jpg,176.25479,0
0041 (5).jpg,127.34387,0
0041 (6).jpg,57.291267,0
0041 (7).jpg,322.75534,0
0041 (8).jpg,108.77635,0
0041 (9).jpg,167.88702,0
0041.jpg,419.16016,0
0042 (10).jpg,379.62744,0
0042 (2).jpg,317.96466,0
0042 (3).jpg,210.72835,0
0042 (4).jpg,269.87616,0
0042 (5).jpg,436.73016,0
0042 (6).jpg,400.88324,0
0042 (7).jpg,263.75446,0
0042 (8).jpg,384.33972,0
0042 (9).jpg,72.4891,0
0042.jpg,154.02449,0
0043 (10).jpg,350.3555,0
0043 (2).jpg,196.74316,0
0043 (3).jpg,347.29138,0
0043 (4).jpg,210.21999,0
0043 (5).jpg,230.32167,0
0043 (6).jpg,465.37448,0
0043 (7).jpg,172.75972,0
0043 (8).jpg,422.73352,0
0043 (9).jpg,301.43494,0
0043.jpg,164.92447,0
0044 (10).jpg,261.0619,0
0044 (2).jpg,388.9248,0
0044 (3).jpg,189.42679,0
0044 (4).jpg,290.5182,0
0044 (5).jpg,115.69382,0
0044 (6).jpg,141.87167,0
0044 (7).jpg,201.89001,0
0044 (8).jpg,171.96487,0
0044 (9).jpg,277.74847,0
0044.jpg,216.34604,0
0045 (10).jpg,298.64926,0
0045 (2).jpg,304.15903,0
0045 (3).jpg,114.990326,0
0045 (4).jpg,308.1803,0
0045 (5).jpg,220.46083,0
0045 (6).jpg,129.9653,0
0045 (7).jpg,180.31436,0
0045 (8).jpg,167.71848,0
0045 (9).jpg,453.12613,0
0045.jpg,176.25249,0
0046 (10).jpg,168.95955,0
0046 (2).jpg,543.646,0
0046 (3).jpg,193.24965,0
0046 (4).jpg,297.86465,0
0046 (5).jpg,219.49457,0
0046 (6).jpg,488.01,0
0046 (7).jpg,203.95303,0
0046 (8).jpg,350.64175,0
0046 (9).jpg,222.96428,0
0046.jpg,56.276337,0
0047 (10).jpg,209.73286,0
0047 (2).jpg,400.45825,0
0047 (3).jpg,97.80973,0
0047 (4).jpg,276.25906,0
0047 (5).jpg,194.98367,0
0047 (6).jpg,277.36444,0
0047 (7).jpg,251.30844,0
0047 (8).jpg,194.19125,0
0047 (9).jpg,328.88474,0
0047.jpg,198.71654,0
0048 (10).jpg,205.07411,0
0048 (2).jpg,323.07227,0
0048 (3).jpg,291.803,0
0048 (4).jpg,270.37677,0
0048 (5).jpg,172.26115,0
0048 (6).jpg,311.4453,0
0048 (7).jpg,293.45154,0
0048 (8).jpg,329.85474,0
0048 (9).jpg,277.42493,0
0048.jpg,205.34929,0
0049 (10).jpg,391.1145,0
0049 (2).jpg,310.6036,0
0049 (3).jpg,75.11375,0
0049 (4).jpg,128.09052,0
0049 (5).jpg,89.47742,0
0049 (6).jpg,689.0596,0
0049 (7).jpg,101.50004,0
0049 (8).jpg,184.98285,0
0049 (9).jpg,163.31036,0
0049.jpg,136.7013,0
0050 (10).jpg,419.07602,0
0050 (2).jpg,457.46814,0
0050 (3).jpg,63.279095,0
0050 (4).jpg,115.20277,0
0050 (5).jpg,241.48965,0
0050 (6).jpg,148.97601,0
0050 (7).jpg,366.98404,0
0050 (8).jpg,214.61649,0
0050 (9).jpg,217.92212,0
0050.jpg,129.28867,0
0051 (10).jpg,174.70158,0
0051 (2).jpg,489.7835,0
0051 (3).jpg,165.17917,0
0051 (4).jpg,197.63588,0
0051 (5).jpg,76.082344,0
0051 (6).jpg,243.45059,0
0051 (7).jpg,110.42996,0
0051 (8).jpg,402.505,0
0051 (9).jpg,150.8598,0
0051.jpg,222.62784,0
0052 (10).jpg,237.54752,0
0052 (2).jpg,391.7948,0
0052 (3).jpg,51.400845,0
0052 (4).jpg,118.2455,0
0052 (5).jpg,172.79617,0
0052 (6).jpg,269.40173,0
0052 (7).jpg,331.26312,0
0052 (8).jpg,277.62833,0
0052 (9).jpg,30.01155,0
0052.jpg,298.46884,0
0053 (10).jpg,154.5235,0
0053 (2).jpg,296.6532,0
0053 (3).jpg,76.67305,0
0053 (4).jpg,213.75763,0
0053 (5).jpg,271.22473,0
0053 (6).jpg,250.49048,0
0053 (7).jpg,231.94751,0
0053 (8).jpg,283.33368,0
0053 (9).jpg,287.86603,0
0053.jpg,261.45978,0
0054 (10).jpg,194.59402,0
0054 (2).jpg,240.06386,0
0054 (3).jpg,116.99016,0
0054 (4).jpg,188.70142,0
0054 (5).jpg,105.66252,0
0054 (6).jpg,211.67285,0
0054 (7).jpg,270.1065,0
0054 (8).jpg,227.7233,0
0054 (9).jpg,32.083195,0
0054.jpg,47.233746,0
0055 (10).jpg,461.83972,0
0055 (2).jpg,413.62802,0
0055 (3).jpg,243.55916,0
0055 (4).jpg,145.16246,0
0055 (5).jpg,194.42712,0
0055 (6).jpg,257.04868,0
0055 (7).jpg,439.3025,0
0055 (8).jpg,159.88684,0
0055 (9).jpg,155.00223,0
0055.jpg,60.792793,0
0056 (10).jpg,469.15088,0
0056 (2).jpg,397.5705,0
0056 (3).jpg,140.51404,0
0056 (4).jpg,170.86786,0
0056 (5).jpg,183.5149,0
0056 (6).jpg,414.39392,0
0056 (7).jpg,72.67219,0
0056 (8).jpg,195.43106,0
0056 (9).jpg,86.80852,0
0056.jpg,311.76843,0
0057 (10).jpg,550.943,0
0057 (2).jpg,381.54065,0
0057 (3).jpg,177.2381,0
0057 (4).jpg,284.7574,0
0057 (5).jpg,297.1536,0
0057 (6).jpg,161.49069,0
0057 (7).jpg,338.1023,0
0057 (8).jpg,203.6227,0
0057 (9).jpg,182.48012,0
0057.jpg,75.795685,0
0058 (10).jpg,377.01202,0
0058 (2).jpg,312.83273,0
0058 (3).jpg,493.5702,0
0058 (4).jpg,148.3703,0
0058 (5).jpg,71.26041,0
0058 (6).jpg,232.1453,0
0058 (7).jpg,96.04279,0
0058 (8).jpg,248.3853,0
0058 (9).jpg,263.8358,0
0058.jpg,240.32176,0
0059 (10).jpg,178.84161,0
0059 (2).jpg,515.8767,0
0059 (3).jpg,308.89612,0
0059 (4).jpg,270.29172,0
0059 (5).jpg,107.76883,0
0059 (6).jpg,232.73169,0
0059 (7).jpg,304.87122,0
0059 (8).jpg,686.4137,0
0059 (9).jpg,241.01624,0
0059.jpg,398.10464,0
0060 (10).jpg,296.48355,0
0060 (2).jpg,363.60388,0
0060 (3).jpg,77.67949,0
0060 (4).jpg,262.6341,0
0060 (5).jpg,246.73679,0
0060 (6).jpg,136.55618,0
0060 (7).jpg,299.25888,0
0060 (8).jpg,408.10132,0
0060 (9).jpg,49.020462,0
0060.jpg,128.40742,0
0061 (10).jpg,204.28047,0
0061 (2).jpg,402.23395,0
0061 (3).jpg,188.21896,0
0061 (4).jpg,327.63208,0
0061 (5).jpg,150.1391,0
0061 (6).jpg,76.190384,0
0061 (7).jpg,194.75761,0
0061 (8).jpg,185.31573,0
0061 (9).jpg,81.69514,0
0061.jpg,280.17905,0
0062 (10).jpg,627.8783,0
0062 (2).jpg,333.475,0
0062 (3).jpg,121.40409,0
0062 (4).jpg,185.83902,0
0062 (5).jpg,52.159912,0
0062 (6).jpg,181.97964,0
0062 (7).jpg,496.9098,0
0062 (8).jpg,319.03955,0
0062 (9).jpg,889.1321,0
0062.jpg,57.928955,0
0063 (10).jpg,178.06712,0
0063 (2).jpg,672.9739,0
0063 (3).jpg,227.1756,0
0063 (4).jpg,249.0867,0
0063 (5).jpg,242.28494,0
0063 (6).jpg,84.74065,0
0063 (7).jpg,198.37784,0
0063 (8).jpg,289.69403,0
0063 (9).jpg,453.58304,0
0063.jpg,169.4451,0
0064 (10).jpg,221.31519,0
0064 (2).jpg,208.32202,0
0064 (3).jpg,148.97897,0
0064 (4).jpg,130.23578,0
0064 (5).jpg,350.3026,0
0064 (6).jpg,195.8809,0
0064 (7).jpg,175.15915,0
0064 (8).jpg,293.68692,0
0064 (9).jpg,93.324684,0
0064.jpg,275.47675,0
0065 (10).jpg,309.03723,0
0065 (2).jpg,210.51343,0
0065 (3).jpg,251.057,0
0065 (4).jpg,26.73446,0
0065 (5).jpg,294.81778,0
0065 (6).jpg,301.67657,0
0065 (7).jpg,30.748394,0
0065 (8).jpg,183.73248,0
0065 (9).jpg,319.2826,0
0065.jpg,116.59156,0
0066 (10).jpg,395.96558,0
0066 (2).jpg,129.19675,0
0066 (3).jpg,48.886475,0
0066 (4).jpg,345.1214,0
0066 (5).jpg,163.08566,0
0066 (6).jpg,191.92474,0
0066 (7).jpg,230.25601,0
0066 (8).jpg,136.64703,0
0066 (9).jpg,349.0681,0
0066.jpg,113.01498,0
0067 (10).jpg,309.88715,0
0067 (2).jpg,610.55835,0
0067 (3).jpg,135.72247,0
0067 (4).jpg,174.06885,0
0067 (5).jpg,139.57352,0
0067 (6).jpg,138.36195,0
0067 (7).jpg,192.42697,0
0067 (8).jpg,240.02916,0
0067 (9).jpg,233.39919,0
0067.jpg,163.19171,0
0068 (10).jpg,165.0629,0
0068 (2).jpg,313.0335,0
0068 (3).jpg,196.99847,0
0068 (4).jpg,128.59943,0
0068 (5).jpg,157.04663,0
0068 (6).jpg,345.12933,0
0068 (7).jpg,310.7047,0
0068 (8).jpg,168.45763,0
0068 (9).jpg,26.179836,0
0068.jpg,186.67769,0
0069 (10).jpg,156.99484,0
0069 (2).jpg,346.83817,0
0069 (3).jpg,374.0053,0
0069 (4).jpg,252.22821,0
0069 (5).jpg,240.30527,0
0069 (6).jpg,85.776886,0
0069 (7).jpg,308.13733,0
0069 (8).jpg,133.94363,0
0069 (9).jpg,161.8547,0
0069.jpg,219.24152,0
0070 (10).jpg,296.97693,0
0070 (2).jpg,387.77902,0
0070 (3).jpg,111.47099,0
0070 (4).jpg,230.13841,0
0070 (5).jpg,259.24573,0
0070 (6).jpg,238.74951,0
0070 (7).jpg,272.88672,0
0070 (8).jpg,474.72617,0
0070 (9).jpg,73.64751,0
0070.jpg,83.83342,0
0071 (10).jpg,297.2688,0
0071 (2).jpg,480.56433,0
0071 (3).jpg,157.06392,0
0071 (4).jpg,325.2734,0
0071 (5).jpg,288.49396,0
0071 (6).jpg,79.97266,0
0071 (7).jpg,504.98346,0
0071 (8).jpg,226.81941,0
0071 (9).jpg,184.96286,0
0071.jpg,134.6219,0
0072 (10).jpg,178.6543,0
0072 (2).jpg,277.42685,0
0072 (3).jpg,148.91048,0
0072 (4).jpg,408.42725,0
0072 (5).jpg,94.357956,0
0072 (6).jpg,121.52388,0
0072 (7).jpg,70.890724,0
0072 (8).jpg,119.78755,0
0072 (9).jpg,66.3511,0
0072.jpg,297.97308,0
0073 (10).jpg,173.22845,0
0073 (2).jpg,245.34561,0
0073 (3).jpg,45.674305,0
0073 (4).jpg,190.64462,0
0073 (5).jpg,74.53314,0
0073 (6).jpg,179.75958,0
0073 (7).jpg,102.59239,0
0073 (8).jpg,223.06201,0
0073 (9).jpg,384.1289,0
0073.jpg,261.77942,0
0074 (10).jpg,999.1293,0
0074 (2).jpg,284.25665,0
0074 (3).jpg,144.09981,0
0074 (4).jpg,274.8329,0
0074 (5).jpg,178.11877,0
0074 (6).jpg,40.49136,0
0074 (7).jpg,61.2304,0
0074 (8).jpg,95.95758,0
0074 (9).jpg,171.10252,0
0074.jpg,228.72617,0
0075 (10).jpg,329.1153,0
0075 (2).jpg,234.08902,0
0075 (3).jpg,183.83005,0
0075 (4).jpg,222.17978,0
0075 (5).jpg,143.33313,0
0075 (6).jpg,227.6223,0
0075 (7).jpg,233.82535,0
0075 (8).jpg,178.79959,0
0075 (9).jpg,124.69922,0
0075.jpg,507.86594,0
0076 (10).jpg,314.4149,0
0076 (2).jpg,214.18332,0
0076 (3).jpg,334.02795,0
0076 (4).jpg,62.138504,0
0076 (5).jpg,64.68499,0
0076 (6).jpg,80.371826,0
0076 (7).jpg,153.25479,0
0076 (8).jpg,248.52014,0
0076 (9).jpg,65.483284,0
0076.jpg,53.36156,0
0077 (10).jpg,261.58307,0
0077 (2).jpg,273.7699,0
0077 (3).jpg,82.00015,0
0077 (4).jpg,141.84097,0
0077 (5).jpg,123.39371,0
0077 (6).jpg,65.22556,0
0077 (7).jpg,348.98438,0
0077 (8).jpg,425.21454,0
0077 (9).jpg,103.79297,0
0077.jpg,257.2752,0
0078 (10).jpg,318.19305,0
0078 (2).jpg,429.18893,0
0078 (3).jpg,347.6136,0
0078 (4).jpg,346.17108,0
0078 (5).jpg,140.12631,0
0078 (6).jpg,341.13165,0
0078 (7).jpg,129.87039,0
0078 (8).jpg,283.21603,0
0078 (9).jpg,69.24487,0
0078.jpg,205.28923,0
0079 (10).jpg,218.57681,0
0079 (2).jpg,249.00122,0
0079 (3).jpg,203.94379,0
0079 (4).jpg,47.510353,0
0079 (5).jpg,370.70276,0
0079 (6).jpg,381.4763,0
0079 (7).jpg,220.92796,0
0079 (8).jpg,289.96194,0
0079 (9).jpg,48.994778,0
0079.jpg,249.0593,0
0080 (10).jpg,374.10052,0
0080 (2).jpg,231.52234,0
0080 (3).jpg,235.91098,0
0080 (4).jpg,88.15349,0
0080 (5).jpg,123.90179,0
0080 (6).jpg,403.13367,0
0080 (7).jpg,170.95267,0
0080 (8).jpg,389.39313,0
0080 (9).jpg,53.688087,0
0080.jpg,122.484955,0
0081 (10).jpg,362.1761,0
0081 (2).jpg,138.86142,0
0081 (3).jpg,106.19681,0
0081 (4).jpg,86.49737,0
0081 (5).jpg,219.88022,0
0081 (6).jpg,251.41025,0
0081 (7).jpg,43.399765,0
0081 (8).jpg,261.5213,0
0081 (9).jpg,282.1726,0
0081.jpg,91.66815,0
0082 (10).jpg,107.9306,0
0082 (2).jpg,346.0518,0
0082 (3).jpg,103.1879,0
0082 (4).jpg,48.305965,0
0082 (5).jpg,114.23303,0
0082 (6).jpg,88.454926,0
0082 (7).jpg,325.38953,0
0082 (8).jpg,373.80063,0
0082 (9).jpg,83.451035,0
0082.jpg,253.87918,0
0083 (10).jpg,326.8293,0
0083 (2).jpg,218.03285,0
0083 (3).jpg,77.73632,0
0083 (4).jpg,77.57028,0
0083 (5).jpg,164.13214,0
0083 (6).jpg,90.21665,0
0083 (7).jpg,113.417114,0
